-1.527294516563415527e-01,-3.958483785390853882e-02,4.358964040875434875e-03,-1.399991065263748169e-01,-3.293365985155105591e-02,-3.060015663504600525e-02
-1.526336967945098877e-01,-3.880305588245391846e-02,4.052737727761268616e-03,-1.397387534379959106e-01,-3.341867774724960327e-02,-3.016438335180282593e-02
-1.525379270315170288e-01,-3.802125528454780579e-02,3.746500238776206970e-03,-1.394783854484558105e-01,-3.390370309352874756e-02,-2.972862124443054199e-02
-1.524421870708465576e-01,-3.723947331309318542e-02,3.440270200371742249e-03,-1.392180472612380981e-01,-3.438870981335639954e-02,-2.929283306002616882e-02
-1.523464322090148926e-01,-3.645767644047737122e-02,3.134021535515785217e-03,-1.389576643705368042e-01,-3.487373143434524536e-02,-2.885706350207328796e-02
-1.522506773471832275e-01,-3.567590564489364624e-02,2.827795222401618958e-03,-1.386973261833190918e-01,-3.535875305533409119e-02,-2.842129021883010864e-02
-1.521549075841903687e-01,-3.489411994814872742e-02,2.521568909287452698e-03,-1.384369581937789917e-01,-3.584377467632293701e-02,-2.798552811145782471e-02
-1.517764925956726074e-01,-3.430547937750816345e-02,2.306571230292320251e-03,-1.379929929971694946e-01,-3.630580008029937744e-02,-2.782840654253959656e-02
-1.504310667514801025e-01,-3.437753021717071533e-02,2.403659746050834656e-03,-1.369209140539169312e-01,-3.668919205665588379e-02,-2.862449735403060913e-02
-1.490856409072875977e-01,-3.444958850741386414e-02,2.500759437680244446e-03,-1.358488500118255615e-01,-3.707257658243179321e-02,-2.942059189081192017e-02
-1.477402001619338989e-01,-3.452165052294731140e-02,2.597862854599952698e-03,-1.347767710685729980e-01,-3.745597600936889648e-02,-3.021670505404472351e-02
-1.463947743177413940e-01,-3.459372371435165405e-02,2.694969996809959412e-03,-1.337047219276428223e-01,-3.783936053514480591e-02,-3.101280331611633301e-02
-1.450493633747100830e-01,-3.466576337814331055e-02,2.792051061987876892e-03,-1.326326429843902588e-01,-3.822274506092071533e-02,-3.180889412760734558e-02
-1.437039375305175781e-01,-3.473781049251556396e-02,2.889139577746391296e-03,-1.315605640411376953e-01,-3.860613703727722168e-02,-3.260498493909835815e-02
-1.423585116863250732e-01,-3.480986505746841431e-02,2.986239269375801086e-03,-1.304884999990463257e-01,-3.898952156305313110e-02,-3.340108320116996765e-02
