-1.547601819038391113e-01,4.217722639441490173e-02,2.710574120283126831e-02,2.240657061338424683e-02,-1.103388816118240356e-01,-2.163176238536834717e-02
-1.549541652202606201e-01,4.133749380707740784e-02,2.510775625705718994e-02,2.418935298919677734e-02,-1.116059198975563049e-01,-2.267535775899887085e-02
-1.551482379436492920e-01,4.049774631857872009e-02,2.310971915721893311e-02,2.597218751907348633e-02,-1.128729507327079773e-01,-2.371896803379058838e-02
-1.553422808647155762e-01,3.965802118182182312e-02,2.111170440912246704e-02,2.775497734546661377e-02,-1.141400262713432312e-01,-2.476257830858230591e-02
-1.555363088846206665e-01,3.881828114390373230e-02,1.911368966102600098e-02,2.953778952360153198e-02,-1.154070347547531128e-01,-2.580616623163223267e-02
-1.557303071022033691e-01,3.797855600714683533e-02,1.711570098996162415e-02,3.132057934999465942e-02,-1.166741028428077698e-01,-2.684976905584335327e-02
-1.559243500232696533e-01,3.713883832097053528e-02,1.511769369244575500e-02,3.310337662696838379e-02,-1.179411634802818298e-01,-2.789338305592536926e-02
-1.561184227466583252e-01,3.629910573363304138e-02,1.311967149376869202e-02,3.488619625568389893e-02,-1.192081868648529053e-01,-2.893698215484619141e-02
-1.563124358654022217e-01,3.545935079455375671e-02,1.112165302038192749e-02,3.666900098323822021e-02,-1.204752251505851746e-01,-2.998057752847671509e-02
-1.565064787864685059e-01,3.461962565779685974e-02,9.123649448156356812e-03,3.845181316137313843e-02,-1.217422708868980408e-01,-3.102418780326843262e-02
-1.567005217075347900e-01,3.377988561987876892e-02,7.125627249479293823e-03,4.023462906479835510e-02,-1.230093315243721008e-01,-3.206779435276985168e-02
-1.570184081792831421e-01,3.297230228781700134e-02,5.706910043954849243e-03,4.115137830376625061e-02,-1.239240542054176331e-01,-3.292060270905494690e-02
-1.573522388935089111e-01,3.210766986012458801e-02,4.449579864740371704e-03,4.191535711288452148e-02,-1.246404722332954407e-01,-3.369592130184173584e-02
-1.576146483421325684e-01,3.089100494980812073e-02,3.330975770950317383e-03,4.295427352190017700e-02,-1.247268244624137878e-01,-3.429292887449264526e-02
-1.578770726919174194e-01,2.967436984181404114e-02,2.212353050708770752e-03,4.399317502975463867e-02,-1.248132288455963135e-01,-3.488995134830474854e-02
-1.581394821405410767e-01,2.845769748091697693e-02,1.093730330467224121e-03,4.503209888935089111e-02,-1.248995810747146606e-01,-3.548697009682655334e-02
-1.584737300872802734e-01,2.705281600356101990e-02,-8.387491106986999512e-05,4.601940512657165527e-02,-1.249990537762641907e-01,-3.603927418589591980e-02
-1.589543670415878296e-01,2.526425197720527649e-02,-1.381702721118927002e-03,4.690153896808624268e-02,-1.251252442598342896e-01,-3.650045394897460938e-02
-1.594350636005401611e-01,2.347568050026893616e-02,-2.679567784070968628e-03,4.778369516134262085e-02,-1.252514421939849854e-01,-3.696161508560180664e-02
-1.606259196996688843e-01,2.109422907233238220e-02,-4.876688122749328613e-03,4.781761020421981812e-02,-1.250960975885391235e-01,-3.826159611344337463e-02
-1.620411872863769531e-01,1.852547749876976013e-02,-7.357902824878692627e-03,4.758343100547790527e-02,-1.248518005013465881e-01,-3.982659429311752319e-02
-1.634564101696014404e-01,1.595674082636833191e-02,-9.839091449975967407e-03,4.734925925731658936e-02,-1.246075108647346497e-01,-4.139158502221107483e-02
-1.648716777563095093e-01,1.338795572519302368e-02,-1.232034340500831604e-02,4.711510241031646729e-02,-1.243632212281227112e-01,-4.295660927891731262e-02
-1.662869304418563843e-01,1.081922650337219238e-02,-1.480153948068618774e-02,4.688095301389694214e-02,-1.241189464926719666e-01,-4.452161863446235657e-02
-1.677022278308868408e-01,8.250445127487182617e-03,-1.728279143571853638e-02,4.664678871631622314e-02,-1.238746419548988342e-01,-4.608663916587829590e-02
-1.691174358129501343e-01,5.681693553924560547e-03,-1.976398006081581116e-02,4.641263186931610107e-02,-1.236303597688674927e-01,-4.765162244439125061e-02
-1.705327033996582031e-01,3.112941980361938477e-03,-2.224522829055786133e-02,4.617846012115478516e-02,-1.233860701322555542e-01,-4.921665415167808533e-02
-1.719479560852050781e-01,5.441829562187194824e-04,-2.472643554210662842e-02,4.594430327415466309e-02,-1.231417879462242126e-01,-5.078166350722312927e-02
-1.733632236719131470e-01,-2.024576067924499512e-03,-2.720765024423599243e-02,4.571013897657394409e-02,-1.228975057601928711e-01,-5.234666541218757629e-02
-1.747784763574600220e-01,-4.593320190906524658e-03,-2.968887984752655029e-02,4.547597467899322510e-02,-1.226532235741615295e-01,-5.391169711947441101e-02
-1.761937290430068970e-01,-7.162101566791534424e-03,-3.217009454965591431e-02,4.524181038141250610e-02,-1.224089115858078003e-01,-5.547670647501945496e-02
-1.775568723678588867e-01,-9.398940950632095337e-03,-3.467871248722076416e-02,4.524268954992294312e-02,-1.223724856972694397e-01,-5.708060041069984436e-02
-1.788804680109024048e-01,-1.138409599661827087e-02,-3.720807284116744995e-02,4.542177170515060425e-02,-1.224936693906784058e-01,-5.871395394206047058e-02
-1.802040934562683105e-01,-1.336926594376564026e-02,-3.973745554685592651e-02,4.560087621212005615e-02,-1.226148456335067749e-01,-6.034731492400169373e-02
-1.815277040004730225e-01,-1.535441726446151733e-02,-4.226681590080261230e-02,4.577997326850891113e-02,-1.227360442280769348e-01,-6.198069080710411072e-02
-1.828513145446777344e-01,-1.733959466218948364e-02,-4.479618370532989502e-02,4.595905542373657227e-02,-1.228571906685829163e-01,-6.361401826143264771e-02
-1.841749399900436401e-01,-1.932474598288536072e-02,-4.732556641101837158e-02,4.613814502954483032e-02,-1.229783818125724792e-01,-6.524738669395446777e-02
